53	2460
443	859
80	632
123	95
8080	58
389	40
137	30
22	25
21	21
88	18
3268	16
139	16
465	16
445	9
0	8
5353	7
138	7
135	6
49666	6
52320	2
53235	2
49671	2
25909	2
6493	2
54147	2
54208	2
48105	2
5025	2
5024	2
52407	2
42341	2
50782	2
60596	2
51388	2
47334	2
34198	2
41668	2
64253	2
53251	2
49998	2
50496	2
45634	2
41670	2
52405	2
45541	2
53301	2
46364	2
58340	2
46333	2
60572	2
50636	2
51372	2
37412	2
55462	2
21878	2
38638	2
5389	2
35396	1
60058	1
60060	1
35398	1
53234	1
53232	1
52377	1
52378	1
6492	1
42	1
52379	1
49321	1
52397	1
53238	1
53237	1
57204	1
53233	1
54018	1
53242	1
53240	1
5002	1
56470	1
54017	1
49322	1
52399	1
54420	1
54419	1
36586	1
50202	1
49365	1
49363	1
50201	1
49356	1
49364	1
50200	1
45150	1
54023	1
50224	1
35114	1
54054	1
54073	1
54094	1
54095	1
54165	1
54140	1
54139	1
54187	1
54052	1
54049	1
54209	1
54212	1
54219	1
54222	1
54223	1
54221	1
54048	1
54213	1
54220	1
54065	1
54063	1
54064	1
54061	1
54068	1
54067	1
54089	1
54101	1
54079	1
54097	1
54086	1
54098	1
54075	1
54084	1
54130	1
54077	1
54197	1
54210	1
54118	1
54188	1
54133	1
54186	1
54146	1
54129	1
54217	1
54211	1
54216	1
54215	1
54194	1
54090	1
54024	1
45144	1
45161	1
53461	1
54115	1
38559	1
40626	1
53246	1
50197	1
38157	1
54432	1
54421	1
54435	1
54428	1
54433	1
42744	1
54431	1
54434	1
60446	1
47419	1
36205	1
54441	1
35793	1
59968	1
33200	1
38791	1
50223	1
54033	1
54047	1
54035	1
54044	1
54045	1
54040	1
54059	1
54053	1
54062	1
54057	1
54060	1
54058	1
54039	1
54042	1
54066	1
54034	1
54038	1
54105	1
54087	1
54085	1
54121	1
54074	1
54043	1
54113	1
54143	1
54225	1
54109	1
54155	1
54114	1
54131	1
54163	1
54046	1
54135	1
54152	1
54136	1
54112	1
54119	1
54144	1
54132	1
54174	1
54137	1
54203	1
48195	1
54037	1
54041	1
49323	1
52404	1
55845	1
36579	1
54071	1
54032	1
54051	1
54070	1
54123	1
54141	1
54218	1
54142	1
54226	1
52421	1
54227	1
54228	1
52432	1
52433	1
52435	1
52424	1
52445	1
52403	1
52402	1
52419	1
52430	1
52429	1
52427	1
52428	1
52441	1
52467	1
52464	1
52471	1
52447	1
52472	1
52473	1
52487	1
52486	1
52443	1
52458	1
38790	1
41840	1
48949	1
52452	1
52456	1
52459	1
52457	1
52469	1
52476	1
52481	1
52482	1
52484	1
52462	1
52461	1
52418	1
52416	1
52417	1
52411	1
52410	1
52440	1
52493	1
52494	1
6512	1
6511	1
6514	1
6517	1
6521	1
6506	1
6508	1
6516	1
59126	1
6515	1
6527	1
6526	1
6531	1
6532	1
6549	1
6543	1
6542	1
6550	1
6540	1
6547	1
6546	1
6548	1
6560	1
6558	1
6562	1
6564	1
6572	1
6568	1
6567	1
53852	1
54386	1
49522	1
44276	1
44272	1
36034	1
6523	1
6536	1
37532	1
37542	1
6538	1
49568	1
43376	1
6554	1
6555	1
50634	1
50632	1
51386	1
51390	1
51398	1
51396	1
6579	1
36826	1
44350	1
34010	1
6581	1
6582	1
34764	1
57550	1
39934	1
39244	1
52384	1
34162	1
46450	1
43600	1
51164	1
50576	1
52824	1
42156	1
50018	1
34048	1
38508	1
6593	1
6592	1
42494	1
54072	1
33336	1
33337	1
34934	1
34786	1
52465	1
60432	1
54234	1
53250	1
60434	1
6591	1
6589	1
54245	1
6587	1
6588	1
54241	1
54239	1
54244	1
54242	1
54240	1
54243	1
5033	1
51574	1
39958	1
50550	1
50748	1
52446	1
52822	1
6577	1
60200	1
39240	1
39228	1
59886	1
60206	1
60044	1
39238	1
48180	1
35736	1
54236	1
54237	1
5039	1
5042	1
5041	1
52426	1
52425	1
52406	1
52498	1
52480	1
52477	1
52474	1
52475	1
49028	1
49324	1
46053	1
53842	1
6537	1
6553	1
36820	1
6552	1
36818	1
36816	1
6522	1
36824	1
36822	1
42386	1
51166	1
42090	1
42092	1
33932	1
36844	1
33918	1
33906	1
47852	1
42154	1
6578	1
39824	1
6584	1
6594	1
6590	1
6585	1
6583	1
6586	1
56076	1
5040	1
52393	1
42020	1
52499	1
53836	1
52420	1
52436	1
52439	1
52448	1
52431	1
52444	1
52468	1
52463	1
52470	1
52466	1
52485	1
56350	1
40346	1
57658	1
57660	1
52531	1
52530	1
52555	1
52560	1
52576	1
52592	1
52519	1
52521	1
52517	1
52520	1
52518	1
52516	1
52525	1
52535	1
52526	1
52540	1
52534	1
52567	1
52544	1
52549	1
52553	1
52563	1
52562	1
52604	1
52620	1
52583	1
52584	1
52612	1
52615	1
52608	1
52585	1
52610	1
52617	1
52605	1
52599	1
52644	1
52628	1
52640	1
52639	1
52631	1
52633	1
52642	1
52635	1
52637	1
52627	1
43796	1
6502	1
52571	1
6539	1
52572	1
6595	1
5030	1
6510	1
32830	1
5035	1
6544	1
6530	1
6545	1
6528	1
6533	1
50768	1
6534	1
6561	1
6541	1
6559	1
6573	1
6566	1
6570	1
6525	1
6513	1
54352	1
53834	1
6575	1
6557	1
60698	1
41736	1
39550	1
36032	1
49708	1
44270	1
51384	1
6505	1
6551	1
6580	1
6574	1
6556	1
6507	1
6563	1
6529	1
49422	1
6600	1
6601	1
6598	1
6602	1
6599	1
6610	1
6609	1
52570	1
6621	1
6622	1
49185	1
6625	1
54247	1
54246	1
54238	1
52515	1
40034	1
52580	1
52581	1
40399	1
55965	1
55964	1
55962	1
55966	1
5038	1
5058	1
5036	1
5034	1
45638	1
47764	1
55944	1
40348	1
52661	1
6615	1
52524	1
52522	1
52532	1
52537	1
52559	1
52538	1
52542	1
52548	1
52557	1
52552	1
52594	1
52587	1
6604	1
6605	1
55756	1
51247	1
51245	1
44677	1
44681	1
42249	1
51248	1
51246	1
41045	1
49325	1
52566	1
53256	1
35410	1
35412	1
6630	1
6636	1
6631	1
6634	1
6632	1
6635	1
6633	1
51078	1
39626	1
39624	1
54254	1
54270	1
54267	1
54259	1
54276	1
54303	1
54302	1
54279	1
54272	1
54307	1
54281	1
54296	1
54288	1
54298	1
54299	1
54289	1
54277	1
54314	1
54311	1
54306	1
54309	1
54305	1
54271	1
52528	1
52536	1
52561	1
52554	1
52541	1
52533	1
52556	1
52575	1
52573	1
39230	1
6640	1
